voter_id,election_id,ballot_id,candidate_choice,timestamp,registration_hash,encrypted_vote,signature,blind_signature,zkp_proof,threshold_shares,ballot_status,is_verified,tally_share,audit_trail_hash,event_type,action_notes
42WLZS8Z33QN,2025E1,B03875,CandidateC,2025-09-20T08:32:00,reg_z1bnk1oblr0iv9df,enc_c6aebxmlcosvjntx,sig_97p7muc1n9hyyeqm,bsgn_kx96nin7ykkwrulj,zkp_gwwqdbfrwczao531,"share_gnz8zabc0nvdtyli,share_jhiycnj29zz44wga,share_sxx6ju7euk47ignl",verified,False,tally_2kv6w813i1o39xjh,f1c65dd295518985db422f5b030271f601d0e7642f8b7590874575ce1f8df663,ballotsubmission,No issue
1GSQU9U9KWID,2025E3,B03876,CandidateA,2025-09-20T13:13:00,reg_qslx52pg04zlvyzk,enc_n41vlpw7jekcaz1x,sig_legov9nwsz3prog9,bsgn_x5gnoas1452kkns7,zkp_orrf7jh349j2lob4,"share_yhdnfr0ppof78dg0,share_1bqnzagivkawphul,share_x0ddcikwgw01xhso",submitted,False,tally_1lyahwzrfd4xvldj,29eca7cc3b86cca3b1badc1ad508147d0e6dd95d556585bca4fe908fb5dc5b24,audit,Manual review
N84N7PK5SW6S,2025E3,B03877,CandidateA,2025-09-20T13:27:00,reg_keqe0kkq37saqrx6,enc_vl6j39nhx2it3xmm,sig_532pw02emrpgcwvj,bsgn_1atj6tcnybe6j4hz,zkp_3gguyl6hop8jskjw,"share_welcl43r8nrrdgqj,share_1ngnqii7k65rlgja,share_0qq3e8iji0goe8nl",created,False,tally_8xi1uw2tjh3fth5x,852566ca9531437f4e5fb39d018d157fd5fb8eb7e851a9ea81226ec170f12de8,verification,No issue
R23XBXYI5HDB,2025E3,B03878,CandidateE,2025-09-20T11:40:00,reg_lh38cdenk4kr29lr,enc_8anuxksou9zdq3uc,sig_ujdbw7k0kcufwjgz,bsgn_89cqvi18po7uy90a,zkp_tbctp339bidyz62m,"share_aix3z9d6qiyiuof4,share_2ve809jqpcpboen5,share_29zwcqw8fx5awjwp",created,True,tally_zphtgywpby88qvws,8cb1dff88e688106fcf3ad138ec40869e8fdc7c2835f533269b73d8346da2791,verification,Manual review
WXJ5XJ2LUEE6,2025E2,B03879,CandidateA,2025-09-20T17:56:00,reg_at28hxmv204y09fk,enc_l6txj2hsl2n6bzje,sig_m27oheyjkfpsh38p,bsgn_m58jeirlol5nkrad,zkp_elp1x9peryuzeq0d,"share_vrkpiiqnoz6n6o49,share_tb73rnjr0xt4xfpm,share_29nkw3wd1bpa5tkk",submitted,True,tally_s93ttzam9mu0kfmg,f4ce0d72586816e7ba15b749379a89a1a3ae876561338c7ee7a25ea90a9da276,verification,Manual review
WB0C8A18NTJR,2025E2,B03880,CandidateD,2025-09-20T14:44:00,reg_3v7ul5gnivsr0rfe,enc_b8ow4rbq5rprrhya,sig_y6efb5sl9eq0rml7,bsgn_yh7cekozw4fc5tis,zkp_wyuiocs58ubbuolk,"share_b5d6r3n72cu9664u,share_an9qumzrx832fgdl,share_aor5ao9l5kvyayy4",invalid,False,tally_w081faclkkz3cd2y,92e3168cbf4dd416f31c735a15bc387b633fb6c443b335c130507d6b666fd781,tally,Late ballot
BA3O4AG1Y8C6,2025E2,B03881,CandidateC,2025-09-20T08:45:00,reg_mhuycas6h5jb8wjd,enc_qkx2w4h1nowll8qv,sig_7g8hf2cpwnlcg41c,bsgn_v6ik8rhycr9c6q4d,zkp_ws3tmz89feucwimz,"share_qjxfb2dl4jl0iqzt,share_y2jg91ee41ne7j1f,share_jau7f2dndqmpxt68",submitted,False,tally_rk1dxlssvps3evdu,821f830c36a2f062e3a607e4fa7123abab074d0e762b8eb8d0e51d43db75ce8d,ballotsubmission,Late ballot
AMB0AM63K2NI,2025E1,B03882,CandidateE,2025-09-20T17:39:00,reg_w7fgj4e0po4zs9u1,enc_gh5zjqsfm18px8wx,sig_apzsjxoimjew7k8z,bsgn_4z3d9omz5dcmcm9m,zkp_g0oviw8pkfb8p6si,"share_2r99fcaeg6mba8oi,share_bp4a7h81vx6wcfze,share_zdn439b5xidjtwyc",invalid,True,tally_dx8zmo0ay7kdbrwp,07bc619ecda13a55227879c4ffbc1080355ec6a673d9c5ce2405f8d5c9acc67e,audit,No issue
LHI2K21Z3LCD,2025E2,B03883,CandidateA,2025-09-20T15:59:00,reg_yqgaivfa5ej7v9ax,enc_mtyrrenxpawrxwru,sig_s49cggqsewe5fqzj,bsgn_klq64z294e4180es,zkp_zazd9hxyfy7ologh,"share_z31213tffreux5h9,share_yfev5401icem9pjh,share_4w24cxsw8xy4va5j",invalid,False,tally_nxlo3q2eixnbpnsn,aeea42908709d38f6465fbe007405005e3024c5af349f9e598979f58f104a69d,ballotsubmission,Manual review
VSFJJOQ96OT8,2025E3,B03884,CandidateB,2025-09-20T14:27:00,reg_0wuz83eccpkvvieu,enc_m6akosp28p6wkrhq,sig_slnlqbzthvk7gt4f,bsgn_3jseddif5web07cp,zkp_r2z35vghtup8us14,"share_oa78zkgn9jvurld8,share_tmajsc3ofmd38rv5,share_80qdhmp6kmccj34g",created,True,tally_tbnknj5y53u93g3m,aa18b633adf9458c40331e5cd657897d36a8d7d3da4dbfd677495dc549483ee1,verification,Late ballot
VVQ80T17AFOI,2025E3,B03885,CandidateA,2025-09-20T09:43:00,reg_u6y5uo6zt2npzvyj,enc_6powxcgdwh1ms6d8,sig_m7brbxb0jmclj6bd,bsgn_9d1qri70cvgjlhfr,zkp_4p8b9tytntp8tw5w,"share_08sc98goq9owz6sh,share_3r4vx0v7csvxe5wc,share_92i4dzdlap0e2vie",submitted,True,tally_ighhnmjugq3yirfp,ec8d734c85b54ce7064c2b315f699deccf78ee8c67a97c48cbc4be188f2f3d81,registration,Late ballot
PVSXIWTNZKDN,2025E2,B03886,CandidateD,2025-09-20T17:29:00,reg_vsrfj6psi4yerpzc,enc_72jw6uvridivhit1,sig_49e6c7jhztrkta15,bsgn_dc93dgr6ompl8e4x,zkp_y0gtzrx63s8qweht,"share_pxrzvlgqmelmh13b,share_xgsu0rcsi3hm2171,share_gutrc0605z0f4bns",verified,True,tally_baiyafqwn18wvhld,378c674cb71c38e32a49198f0761dfe7da148b021e988e979d24b27240b64aa1,audit,OK
KU0GO568BR7H,2025E3,B03887,CandidateB,2025-09-20T14:59:00,reg_l03b2z4wrucnrkzj,enc_dunzvn6uiewz2ym3,sig_q7dl6pertyfptoi6,bsgn_kkzquin4f519473d,zkp_dkj2em6psq0pd6wu,"share_v18byybo6y0i3w95,share_sm7drsomwt06k7d5,share_55g68b8f59u2szyb",submitted,False,tally_7u8h0yhezxtgy511,67f190f4b8ec3154fcbea4a3cd26481a3bdd398a208245e361cda3e0414a5f15,audit,Manual review
LD0X6YUEE29C,2025E3,B03888,CandidateE,2025-09-20T11:47:00,reg_f3wes1bobeqxcvsy,enc_t1anatr5ucjln7ob,sig_4wjjthmodx52wj6y,bsgn_afha5yjanvw5c092,zkp_6b5vng3t4vnl9gj2,"share_ljk21eubqojlq9l6,share_v1a1f67hs6vw33wr,share_rbt2vpmx32sv3doa",verified,True,tally_tawfuqjy528aa7j3,b4701c4e940d144e94d150bc9509ea0b706487a275017d057d1d12202b3b48b4,ballotsubmission,Late ballot
QKS88IJXJUBB,2025E2,B03889,CandidateB,2025-09-20T15:53:00,reg_u4ld4tgtp3ukrwat,enc_8ug6l50yaybqglb1,sig_6g0qcvvpr6wjjs7i,bsgn_qr3juswgcf6t4o9k,zkp_fzwva860480zgcyv,"share_jk8jkdd2cvw31zpj,share_jcxhb7pjih11a8fi,share_3o3g07kjsdpb8b5f",created,True,tally_vcf0knqdbpw47h9s,b26da58f7edef6dcac88925e34700a23c7925ca444233e31806a78dbb116db9a,audit,No issue
ZS0Q1KJ5D5SD,2025E1,B03890,CandidateA,2025-09-20T09:03:00,reg_t22lhlazfay695a8,enc_nqdkp02l6xskwonz,sig_v6vzjhi261cvasef,bsgn_0e16kg3hnsm2e5uo,zkp_j062qqi26jdvnq60,"share_w4rey1m85rh93hyw,share_h29jpmuymii7l0vs,share_snkckyhskxb2hpdz",invalid,True,tally_pancxu59fjd8jmf3,ce12821e0815e35fc75eb085a89ab1d561623cb1d4aac1a79c3c4fd2141574b3,registration,OK
YTOL0E6L1MOF,2025E3,B03891,CandidateA,2025-09-20T15:24:00,reg_866whlkefjq8wl7t,enc_gvjmb1ygk6krf66a,sig_ryqq06ewlnyfzw8h,bsgn_i0namt7337jwcny6,zkp_komf40xdhbwzwb8y,"share_5bff42lcplrhlzu3,share_yxa5dfrs8yhgllw4,share_a91aydngl22l9r68",invalid,True,tally_j9f1io18cxjocic1,d767b3ca59e600458e303694816ea97dabf789fcc79cecb0f87905f7014861d4,verification,Late ballot
0528PQU51KSX,2025E3,B03892,CandidateD,2025-09-20T16:44:00,reg_7aqvvuqq3uww7w18,enc_hpfbv5kex7k67qun,sig_itepesrl1s01rcho,bsgn_w9kfqf4govajywkm,zkp_fs8u5wx5mii2onxy,"share_itsym6gbty1tc1x0,share_51bm1rn1knngkrhp,share_8717giwcp3smppgk",created,False,tally_gvrbrrtzb80ktklg,cf72b6cce96f2e92edb2fa405721997681917791265aa6c118ad22f8af9ac6a4,tally,Late ballot
I4JPGFVXNA7L,2025E3,B03893,CandidateB,2025-09-20T12:34:00,reg_5ryfqd9e4xens28w,enc_mx2owcgdebd53cwq,sig_9bgc5m9duqrjm9nc,bsgn_q0957tn4feoiwjm4,zkp_gzqahsfnme6xs5si,"share_4lrtatj03eesd3m0,share_kfl33dga3hf3xvqr,share_omgw1ek4t2a3yzh2",invalid,True,tally_7er9g8rc3l692fmj,a8c34059de8860a733befc245ccf057fe65ce83bb11bdb46a96febae4fe8107a,audit,Manual review
RWB3DNVLFVM5,2025E2,B03894,CandidateE,2025-09-20T16:33:00,reg_a3z13xzs1uiho76v,enc_a8qwls9qitee8sy4,sig_od0ttyufgceg8csn,bsgn_i3a0uaj28sjp3l1o,zkp_esbncg65a1ogz7o5,"share_hpx9au57b60ptzf3,share_ep6k8zknk6i0g5o7,share_8if1nbz3khozbgrn",created,False,tally_ab61l79hy5x525h1,49a23d3b187ce612928aa99790305b436c905ef9c9af2d60cacc4d65950cb449,verification,No issue
CG4IAJSH8S1P,2025E1,B03895,CandidateD,2025-09-20T14:41:00,reg_f7jjwnuo4dm6d5bj,enc_k6eas24kva8x36bw,sig_ulsfuv6g3m36clzb,bsgn_hnlscfr8kypzq6zs,zkp_e6skgtq2a2h1r4kk,"share_kn9xstw6lpwh8gfa,share_nbstwi4dlyvs8d9i,share_zh2h6gckcdr6cn3v",created,False,tally_xm3z7zfpropyizgp,81bf278a630f8011bc391a31571073d335786f690b32733933337cdd845293ba,audit,Manual review
8A4JU9K5TCAQ,2025E1,B03896,CandidateC,2025-09-20T12:34:00,reg_v36gui91jewjhbcu,enc_dujme856nw29bfsi,sig_mq0ptqlmdpf8q7qb,bsgn_f7w4cso2b35ljz8f,zkp_853tdd3dp56av2wn,"share_7qqw3lxuxfzyx4na,share_ah2yoslsafzh2hnv,share_ypccb3zn0fi05qy7",submitted,True,tally_euap6mfs4rgkafob,fa7ee09ae99d5f535ef644f4354f6d5752e2a631df79425d2a5f6aecfc10f961,ballotsubmission,Late ballot
99FORILRNTBS,2025E1,B03897,CandidateD,2025-09-20T09:26:00,reg_qkutznn2tcnacmcr,enc_b2w416hfv9b6nvlm,sig_s3z1khjkwy18d129,bsgn_89lucy6gcxyy5ijt,zkp_bl5tubyepvnpxii1,"share_0vr280kljvvv8u3a,share_ow154bgebfc8rtu0,share_wttkn81f4j2vm99v",submitted,True,tally_petei2yqorek4frm,34e5b814bc071de3b357c64cf5dd89556238a73cb90359cd4f0b0d73573b5553,ballotsubmission,OK
VVKVOMMK478T,2025E2,B03898,CandidateE,2025-09-20T15:17:00,reg_blfvx2n89qn0vh1o,enc_5una904tc0rveowj,sig_ksxsdwtl4gn9ec71,bsgn_g67nz6c8p48ua132,zkp_83x211gwaa35yk37,"share_ajh1jikcjf8rf1vy,share_f0jbh1o4qyk3p42e,share_389ivpqqle5josma",created,True,tally_he9rh4rulv3viz6t,393ef9ef1eb85853d59d061d33141a5a0c82910a2cf050eca3f1083aa1f69d23,registration,OK
YJZW97CKMH5F,2025E3,B03899,CandidateE,2025-09-20T08:31:00,reg_dtlj5ljykhr2ug6g,enc_lbobaohtzq7m21rm,sig_5cy5j450xg5v5f5p,bsgn_lukbmx6hwlbhfyqx,zkp_a83oi68lfexcy3yj,"share_r2vp2mp4tawoawca,share_lox6n1pxp7qazo96,share_1ly3uldjdfv8ohag",created,True,tally_wkbgzxgivecjifgp,5a13252f01e9e240a04777140febcb87797febbf5a7441e9ca02dc7099e5e316,audit,No issue
WTCU7007AFNQ,2025E1,B03900,CandidateD,2025-09-20T09:58:00,reg_y9m1xkiadjz0igut,enc_nuleqtc7zjrqqfs7,sig_j5dg78vex4p9pskh,bsgn_ndaz8cj5d4l5ad2h,zkp_5z6v6xbg9rka18sg,"share_yi715vfe2hvl5xzr,share_iu781l3ou6dqp7ye,share_wslqxn3jwnznk38a",created,False,tally_s1bmivewv40tpyrq,3ede3add6bda9401c4f06273dc53d3ee86bef9417ce084b9f0a7f52a18483210,tally,Manual review
C4A1UPCQRCEU,2025E1,B03901,CandidateE,2025-09-20T16:24:00,reg_yj9o15mjwpp2jq8k,enc_jzabz3nc5fchfx3d,sig_sqijc4i0eg5qsemk,bsgn_09sq40pedhhoifiz,zkp_1w46mgroj0yqgn7p,"share_b8tp0nzfdz6gn2vd,share_0mhv2ucemeiixtx0,share_l24we9vctgtanj5l",invalid,True,tally_znek85lozb669g1r,44b5086c1adb56f20be13d18769ef962909dd3cdbb424ba8a8d1039644357e12,verification,Late ballot
YY98NFVGSHC4,2025E1,B03902,CandidateB,2025-09-20T17:02:00,reg_skgndxv7rbara3c4,enc_pa2lrz8hexs3oz7x,sig_zplzxz87h5ci2acd,bsgn_mjvgv1iyfp2ari43,zkp_c8wq5tuxvv5np1j3,"share_84avj48gfof17ii3,share_y7fmzd4sbyzvxcsd,share_zzlpiwvi8wvmi25p",submitted,True,tally_x0210a5fuej1yby1,66e8275e8f7439eabfe0793787f46c44f7de9ff2e4a789803cc00bf980209664,ballotsubmission,OK
4BKL1I05Q5VL,2025E1,B03903,CandidateB,2025-09-20T09:31:00,reg_kkjdowjix7m0px60,enc_5ljwdxze541hmk24,sig_zmhqo3dgz413am9j,bsgn_zunbzfwcp1y4nec2,zkp_wvs3hmcax0cpizfp,"share_abtlhnmufv6bmikt,share_a3sutq16h8d6wpbx,share_ebc11tj9pjdgzx38",created,False,tally_yonlqqzphlrnx61p,4bb5f81bcc1f02a7cca872522fe426d27c9f5d953b2d634383728f702ef49449,registration,OK
ZFLIBC1CQJQR,2025E3,B03904,CandidateD,2025-09-20T14:51:00,reg_y9q58jv0irodvtkt,enc_5rmc597l0v1prjyg,sig_lps8aw3jbkmys1r7,bsgn_u75e3oikchiw3oq9,zkp_66woi1ioum8hm9ar,"share_sm35o4bboc3z7ziz,share_9oi5w16srpzsnlqi,share_j65ki3qx3wfxfnxm",invalid,False,tally_u0ylo7h8k2cbe69p,e49a4fb3b3ccfc136b0b2076d7ceb9f6301a09b1de04b0647906f78e1674633d,registration,OK
62ZZMKC7RBLK,2025E3,B03905,CandidateE,2025-09-20T09:27:00,reg_fnyeffoicxov91ky,enc_6gtabv7fwcfphao8,sig_gutcbhouemuo9iqt,bsgn_h68qx9mvar1nqcm2,zkp_ldqv4z79e9farp5d,"share_xb9n4ar8y1hcp4me,share_t5jgjm3qptchx8e0,share_0o71zjejrwprqw3o",submitted,True,tally_jq9cei4shd0ubgzx,06e0f5315debab48b522f3d451df5b7397e3db2c9a4faa4cecbe6fc4650b03de,tally,Late ballot
NVOBT0WCPZLE,2025E3,B03906,CandidateC,2025-09-20T15:50:00,reg_ntkbnxniixk2n9g0,enc_eh9poyo1t3qfqc1q,sig_qj2o7suhfhlbk15g,bsgn_x5pfhljygg85psm4,zkp_yjak8de0x32fjv59,"share_vivka5wgadayu8l8,share_oowanxskx0pg4xgl,share_wfb7qo1jr8u0cog8",verified,False,tally_hq1em795tmq7tup8,67b8b79ea63e7f88ec79d58bb0055a755350b47b602d8902569d97f8f8f0d2d4,registration,No issue
UQORGSQE6JFH,2025E1,B03907,CandidateC,2025-09-20T12:50:00,reg_fp1wr3s9pcn6oikw,enc_8muo8y80aax4elbw,sig_xy6scrfw75ejp8g8,bsgn_2qwcalo3z7x3gint,zkp_9lvsk2sum03uft4o,"share_wicpyf15uqfzw8f3,share_hos4hchsoertob2b,share_w14uioirrvr56ptt",verified,True,tally_01pnyjglugr7nofd,b38ca57414e18f2e7e4c8388a815792a7ac288129bb60de44bb49c47e4fc4e4f,tally,Manual review
O40LC3I3MSF0,2025E3,B03908,CandidateE,2025-09-20T09:02:00,reg_yj331e9f4kaqpqbh,enc_pg0jdl1f0jppqqvi,sig_4k9r0or2qlci3mhh,bsgn_u116z5c7pcm4j7gm,zkp_9uiywmf64pee1bb5,"share_5t2jsnd1j6b53djy,share_szk8y7jaue9e9vui,share_oc3jycy0hebgw16o",verified,False,tally_gyqrma9sncqgzuv4,f4efae938fb820ddd5095151ea2c222458f654a4c30f8b55bcfc6d07793adb54,ballotsubmission,OK
QY3RUIMXC68W,2025E1,B03909,CandidateB,2025-09-20T12:05:00,reg_a1oeq5voii3kytya,enc_e39eo54v2edrddey,sig_f22vrock3bhgn49n,bsgn_zxnfgzgxpk82cxjw,zkp_ad04xq8yeaxr7lvh,"share_rscdveszlaki8z9h,share_nl41x7pgcgsf13ug,share_bg1x22l0lprt5m3k",submitted,False,tally_um1balat2hv101se,76db4eb43e7859b005ed94054516787e915a9eb84adafdef7e42cbf8874b8710,registration,OK
U54LOIT3A73T,2025E3,B03910,CandidateE,2025-09-20T15:02:00,reg_vvt3rjn476uu2eik,enc_ozbfft19swecfobu,sig_i99o4stglhtipf9j,bsgn_w5ecj508igruapb0,zkp_xqxhfglshsu0uenr,"share_j3nnglhvphvnh16f,share_ib98j1mclrj4gaxe,share_lmit87mi0u7kmdrh",submitted,True,tally_bafh7gcey2mxrvhj,d8d324cfae24203f13e437ba2305aefc7382453e1f3e3c16062f83bf213093e3,ballotsubmission,Manual review
AM23A3YYWHVW,2025E1,B03911,CandidateE,2025-09-20T17:28:00,reg_3oj1czve9rd0wbg1,enc_0dj2bo0yhpq7i0to,sig_4iv2mdumhf8msw27,bsgn_lmhva5onqc4jymrq,zkp_2nn4lm7lws3z2onn,"share_spbxt1ambq7u501z,share_v4yfwc6a0eyrf3mx,share_ku40sdxifwgsci7c",invalid,True,tally_novp3azv3157q9po,c64a7ec0c201757412c1851fd6ef833e32eb56a9af1d1cf68f8a8a6ed318c51e,registration,Late ballot
PCM59RSP9CT9,2025E2,B03912,CandidateB,2025-09-20T16:05:00,reg_lsaevokz4l47g4gj,enc_8uu7ghas8s9xpsl0,sig_y40z8p390xfh4de4,bsgn_ysw7tf0cz592cmen,zkp_lxqjibfif5y1agk4,"share_dx1hkr2t508mtdfu,share_bfbzr8twlsrs2d87,share_074jt7scw7rzginn",created,True,tally_xyguu0kwdnu57hgy,7e2fe5f62f38d4192903e1ed0e8f573c8bf6c6bd8dbf26b4998a57cc9e54b44f,audit,Manual review
ST1RIFNTFI0U,2025E1,B03913,CandidateA,2025-09-20T17:14:00,reg_txlysz8w3dm6oboy,enc_dhp9qrgc3tj7bah1,sig_bv7lis43zpuygw60,bsgn_8e5lkd19vmwrk173,zkp_ukzq0vrgkqvbzayw,"share_w45z6097d50ofsmq,share_puql2f6z85t890zh,share_hs65w8thfxvihwux",created,True,tally_nc9q1m5io5n1gjnd,69dc353aa53f3f133970dc66b9840bca08b3c477adab886736201657b53e5b38,audit,Manual review
CY8PBLE9YHO4,2025E1,B03914,CandidateE,2025-09-20T08:09:00,reg_7k0ve0q483ijy4pi,enc_po72amcyidxc5qs7,sig_xkbmide7swvatckj,bsgn_80d7d9xngzvfsi7f,zkp_sdo2i8iajw4yrayl,"share_92mrgelyan9z7vfc,share_dif7b4xlx5a0d7wb,share_48h7cd04bf9ow449",created,False,tally_gownhcx7q1nf2mq5,550aab14a32fe215cbde7eac1146fb198840a240452085902a91b8157e0eb791,ballotsubmission,Late ballot
UPBNOT0LDOM5,2025E1,B03915,CandidateA,2025-09-20T11:40:00,reg_5v1unmpkq7loqydm,enc_pbdcz8eggnbu9tf8,sig_o6u2atg7ibn8yenm,bsgn_c6wtoteboq95fcgu,zkp_3xklb7ut93lcuapc,"share_27xec4cs1vll1qw7,share_b27gr61ibyp2jrxc,share_lde0nx7lvky51md9",invalid,True,tally_ut7i7ud6crwwrfgc,303e894e1eb1ae9392994a2d43e97be74b391a2533339f5e3a5b53fca3c0f2bb,verification,OK
GK8OUO1F5DNA,2025E1,B03916,CandidateE,2025-09-20T16:31:00,reg_lzin80m0e0yvgnin,enc_15te5knbw9v52mrg,sig_mooia28aib2fnoz9,bsgn_djpvdadggryclbgn,zkp_hu0rh4fog98sdj2j,"share_z4ls8ss23fkvo299,share_5njbu1jqcznvhem9,share_9itmt7kbfr7gi3sa",created,False,tally_7jc0khffs3n93gnx,4d2d678cc339c5c0d07a628bcab5d502300d5f76501849549201ee09f6d39f0c,ballotsubmission,Late ballot
BXPY1LBNCM9N,2025E3,B03917,CandidateE,2025-09-20T13:30:00,reg_i2tf4ge1tt5jlmmh,enc_790icgcp65pkyo0x,sig_itmi9gn00i0lkq3a,bsgn_b6shs6p06v68d7o1,zkp_f9v2obm1gzlixgwb,"share_sc1deaatrjjwpewi,share_6h48enhi41aqr7y6,share_ies98l0ivayhcy88",verified,True,tally_i86zxs9ix6ch1pli,aec8679423151ea7088378eaac74da9390b3faa91afcfffabde5992c5b27c0b2,ballotsubmission,Late ballot
YBW1X6UZQLWH,2025E1,B03918,CandidateE,2025-09-20T15:49:00,reg_ytma84602c6cmvxe,enc_mv00593ikflt6u19,sig_62vwnmwtknmmztbd,bsgn_ajdxrulibp20kmvl,zkp_vezsso2nxhu67ek5,"share_obh1ac890ubj1axk,share_58m7q02keyuhcput,share_ii8myiq9dz2y38ky",invalid,True,tally_27j0jog94wt0wauv,713b87ab4b4229ed7297b7c532fe3396ff95c40504eb97398286bfd334ee8a89,registration,Manual review
9PMAK4IGXRA8,2025E3,B03919,CandidateC,2025-09-20T11:25:00,reg_xomgbw0o9d4oywif,enc_pwwrns4q6up9vtlz,sig_8caha69x1jxp55db,bsgn_bzg4d8i50eoy33l9,zkp_10vb10ib0zqbeqeb,"share_j4nfjtoy7jtfwsdf,share_r5219ky2aj5lhkvx,share_y3qh9jwocukdjul4",verified,False,tally_n1sgegt7xcy6h3nv,6fcfbe46bd5a28b82123f475549c7081c8784e197f299b267f0c825e4432e0a4,registration,Manual review
QYM9WA1DDK3M,2025E2,B03920,CandidateA,2025-09-20T15:11:00,reg_vm5aprnqjukhb264,enc_mj99ri8mrj9qkkxw,sig_6xkdn43mtj1oo835,bsgn_83p5jl0dwbexgg92,zkp_ax8jkfdtfbwjdszj,"share_svepkat7xfl9ivgi,share_umed5546ibzmzzup,share_x9r2akxumuseldr4",verified,False,tally_fi2n6w2ukn63hq1g,cc708ec0c306ac3012c09407cebafe1d73b2dbd387e6d3987985b066743ef812,registration,Late ballot
0KKGC0TTIRBS,2025E2,B03921,CandidateB,2025-09-20T10:14:00,reg_9swtpe4od0nt8suc,enc_kiu836019uaefx5i,sig_94k0mot740mpxc4k,bsgn_8rzlo4b7ys1so2nt,zkp_yc9fbq9f2nef8s12,"share_otvau81zx6ajqrbw,share_tz0eb1w169n2t36n,share_ezwiq63xshiz1mby",verified,True,tally_ztxavugny9y4az7l,8ad594066c0ffe6aae2ddb37694d9a5d8139f77a5097baefac7615a0fbbd3c09,audit,No issue
J3PBAPCAZ1LM,2025E2,B03922,CandidateB,2025-09-20T15:19:00,reg_x99lge7w6u9968s9,enc_6nwje4xtx4l71r47,sig_nbrgrl08i54hlq0v,bsgn_lj9zlrh70rfyq9hn,zkp_6hvg50hyyez8hmiy,"share_tslfskfmf7s0nosr,share_a0y9w7oddg4l5kzt,share_lvcark5v3mtebbyb",verified,True,tally_vgvmu9lsg5m6mcjv,72a717e769c6209d6d6ab90825dc9ab58307bf53a8c45a563990899f91b061ef,tally,OK
SD3LFRNY1227,2025E1,B03923,CandidateC,2025-09-20T09:13:00,reg_noemgjg3l2unqr0m,enc_jedcllkvekxswywb,sig_w7a2lz5fw8t4268u,bsgn_mfingmrpdc2cp8z0,zkp_1gq6uam2wq5s2n5z,"share_jbbajrwf9h4n4gwi,share_wrvqrawmq2ib6ueq,share_0s1cxlg936t4wruc",verified,False,tally_xfi5cb1ervbxvz13,2fd2b3df3adf71a73723f5353193a3216d1051ef92bb8c3c3ca3f4fec692ff61,audit,Manual review
GY1TMW3313SN,2025E2,B03924,CandidateA,2025-09-20T15:45:00,reg_ejloqsy6rux8zmk2,enc_nwjt35g8qeioyyhw,sig_fgvmnaa2fvpzwaku,bsgn_go6uwg5o5m228k21,zkp_vpwqfdxdbl0wfpha,"share_ouzlf1mdwjqoqny8,share_ufvnurm1vh29aoip,share_aapvtzb2f5ws0ddn",submitted,False,tally_fd9vjwmmmt1zguua,80cf89cb4b6bb5ee35040f8bdcae2dc31c15a4a4f539aaa8e9b73e9c47b6bc24,tally,No issue
2PX1UNQ1C07L,2025E3,B03925,CandidateC,2025-09-20T17:10:00,reg_0c6eqxiyzo4zr8z1,enc_o569fhvbxl9x0gq3,sig_kzn7rqbusyl9u7dk,bsgn_trpkljfnuh11jjxa,zkp_56yvmutwae0lf7ly,"share_p1kx14pq7gcyka8z,share_vke2nebpf2a9cobs,share_958pz8k52q6wpeji",created,False,tally_5vcwztl2towlvwbo,8abedaa64d140e637bd998e48cd2331cadf1f0c868972b4bc3047cf40da05bb3,verification,OK
MWFYGRJN9ZE3,2025E3,B03926,CandidateE,2025-09-20T17:58:00,reg_wgoqx1kx79zrm30z,enc_0x8bdtq4rngqx0yn,sig_eztyjqoi8xgcvrll,bsgn_86sndcucouqaz8vq,zkp_v2yeaqq26yx0qjew,"share_6ugz0nhi8bkw4878,share_vmu0035ze3ielo4w,share_ehgf0w83xakafh6a",submitted,True,tally_gl0i69z9gjp9xm6u,66c214f4ff834a9a21b0aca3bc0689b5244ac7501841b4437688249bff954bd0,verification,Late ballot
R9Z8MWEPAIMC,2025E1,B03927,CandidateA,2025-09-20T08:39:00,reg_c5s3bkhnk2tuc24s,enc_91bco3v7kmtp3ppl,sig_3da4pa7ft4t8pcjy,bsgn_orav86024ummhtm1,zkp_nxugc2mq444s2vc0,"share_tl7hwrr7xvkf4g7e,share_krilupikuv3kzb1e,share_ep019buvpkiwfuk2",submitted,True,tally_3fl13y8nxfb5z2qx,e9935b500d70c539b81a332581de8160e3fbea142f336ce85549f618b2e7f3de,ballotsubmission,No issue
89K2U9Y76SVF,2025E2,B03928,CandidateA,2025-09-20T16:39:00,reg_ugybt0gemfw0yfzu,enc_bw1gc3e9jv6w449g,sig_h5myst1s8jjn3tqj,bsgn_rto0xyl6yjyl2r7f,zkp_me4iez6pb4fsit7x,"share_2gc5tnyitna13mze,share_xvk2pwri0971rgpy,share_96tc0nd50ls9iqmp",created,False,tally_kruujzb0ev3qc7ju,4207a2308a0ef132df0b4ce53760b930b8bc91cc04cd4437db128201cacdc83d,registration,No issue
